Document Number,Document Date,Document Type,Item Number,Item Description,U Of M,TRX QTY,Unit Cost,Extended Cost,TRX Location,Transfer To Location,Document Status
6658,10/25/2024,Transfer,D-03055N,POP HT Detox 1.8gx18 (NEW),CASE,40,20.4,816,1,2,Posted
6658,10/25/2024,Transfer,D-03057,POP HT Relax 1.8gx18,CASE,132,35.016,4622.11,1,2,Posted
6658,10/25/2024,Transfer,D-03060,POP HT Menopause 1.8gx18,CASE,150,29.256,4388.4,1,2,Posted
6658,10/25/2024,Transfer,D-03062,POP HT PMS 1.8gx18,CASE,15,23.592,353.88,1,2,Posted
6658,10/25/2024,Transfer,D-03064,POP HT Smooth Cleanse 1.8gx18,CASE,100,22.572,2257.2,1,2,Posted
6659,10/17/2024,Transfer,F-52740,McVities Digestive 400g,CASE,300,22.008,6602.4,1,3,Posted
6659,10/17/2024,Transfer,S-06011,Bee&Flower Sandalwood Soap 2.65 oz /Reg,CASE,192,43.776,8404.99,1,3,Posted
6659,10/17/2024,Transfer,P-RTBAG,POP Recycle/Tote Bag,EACH,1400,0.641,897.4,1,3,Posted
6660,10/14/2024,Transfer,AC-B3RS,AM GSG Root (R) 3 oz GBox - Sm,BOX,60,10.795,647.72,1,3,Posted
6660,10/14/2024,Transfer,A-61122,AM GSG Powder 1.5 oz,BOX,280,6.045,1692.6,1,3,Posted
6661,11/12/2024,Transfer,T-42204,Tiger Balm Arthritis Rub 4 fl oz,CASE,50,280.896,14044.8,2,3,Posted
6661,11/12/2024,Transfer,S-06021,Bee&Flower Jasmine Soap 2.65 oz /Reg,CASE,64,47.088,3013.63,2,3,Posted
6661,11/12/2024,Transfer,J-40135N,POP Ins Thai Tea 35gx12CT (14/cs),CASE,420,37.17,15611.4,2,3,Posted
6667,10/28/2024,Transfer,A-61236T,AM GSG RT/Chrysan Tea 30 Bagsx2(New),CASE,30,98.952,2968.56,1,3,Posted
6667,10/28/2024,Transfer,D-03053,POP HT Blood Sugar 1.8gx18,CASE,264,21.108,5572.51,1,3,Posted
6667,10/28/2024,Transfer,D-03057,POP HT Relax 1.8gx18,CASE,132,35.016,4622.11,1,3,Posted
6667,10/28/2024,Transfer,D-03058,POP HT Sleeping 1.8gx18,CASE,132,30.396,4012.27,1,3,Posted
6667,10/28/2024,Transfer,D-03061,POP HT IMMUNE 1.8gx18,CASE,50,38.832,1941.6,1,3,Posted
6667,10/28/2024,Transfer,D-03006,PG Heart Mate Tea 1.8gx10,CASE,50,13.38,669,1,3,Posted
6667,10/28/2024,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,108,148.656,16054.85,1,3,Posted
6667,10/28/2024,Transfer,F-11077,POP Honey Loquat Candy 76g (18/8),CASE,12,108.144,1297.73,1,3,Posted
6667,10/28/2024,Transfer,D-03052,POP HT Blood Pressure 1.8gx18,CASE,264,22.164,5851.29,1,3,Posted
6668,10/17/2024,Transfer,P-ART-20BN,RT 20 Bags - Box (NEW),EACH,26000,0.184,4778.54,1,3,Posted
6668,10/17/2024,Transfer,P-ART-20GT,RT 20 Bags - Gold Tray,EACH,26000,0.172,4480.06,1,3,Posted
6671,11/07/2024,Transfer,F-04073,POP Ginger Chews Mango 8 oz,CASE,1008,8.232,8297.86,1,2,Posted
6671,11/07/2024,Transfer,J-40132,POP Ins 3 in 1 Tea Latte 17gx22CT,CASE,210,61.86,12990.6,1,2,Posted
6671,11/07/2024,Transfer,D-03006,PG Heart Mate Tea 1.8gx10,CASE,50,13.38,669,1,2,Posted
6671,11/07/2024,Transfer,D-03070,POP Blood Pressure Tea 1.8gx18(4x3),CASE,66,25.104,1656.86,1,2,Posted
6671,11/07/2024,Transfer,D-03071,POP Blood Sugar Tea 1.8gx18(4x3),CASE,66,24.144,1593.51,1,2,Posted
6671,11/07/2024,Transfer,F-11078,POP Honey Loquat Candy APear 76g,CASE,50,115.344,5767.2,1,2,Posted
6671,11/07/2024,Transfer,D-02030,PG Ban Lan Gen 10's,CASE,150,21.324,3198.6,1,2,Posted
6671,11/07/2024,Transfer,D-60011,POP Dragon Well Green Tea 250g,CASE,30,109.344,3280.32,1,2,Posted
6671,11/07/2024,Transfer,D-60013,POP Jasmine Green Tea 180g,CASE,12,152.4,1828.8,1,2,Posted
6672,10/28/2024,Transfer,AC-SL4,"AM GSG Slices, 1/4 LB.",BOX,48,20.048,962.3,1,2,Posted
6672,10/28/2024,Transfer,AC-RS4,"AM GSG RS, 1/4 LB.",BOX,60,14.132,847.94,1,2,Posted
6672,10/28/2024,Transfer,AC-RM4,"AM GSG RM, 1/4 LB.",BOX,120,16.741,2008.94,1,2,Posted
6673,11/20/2024,Transfer,M-96100,Seirogan 100 Pills,CASE,70,527.85,36949.5,3,2,Posted
6673,11/20/2024,Transfer,M-96400,Seirogan 400 Pills,CASE,25,584.7,14617.5,3,2,Posted
6673,11/20/2024,Transfer,M-41066,YNBY Toothpaste Probio 100g+30g Free,CASE,60,32.34,1940.4,3,2,Posted
6673,11/20/2024,Transfer,J-31047,On Kee Gift Set Abalone w/Fish Maw,CASE,36,116.96,4210.56,3,2,Posted
6673,11/20/2024,Transfer,D-03062,POP HT PMS 1.8gx18,CASE,40,23.592,943.68,3,2,Posted
6674,10/21/2024,Transfer,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,BAG,300,28.348,8504.4,3,2,Posted
6674,10/21/2024,Transfer,AC-B3BK,AM GSG Root (Mixed) 3 oz Bag,BAG,1000,5.964,5964,3,2,Posted
6675,10/28/2024,Transfer,AC-RM4,"AM GSG RM, 1/4 LB.",BOX,96,15.147,1454.11,1,3,Posted
6675,10/28/2024,Transfer,AC-RL4,"AM GSG RL, 1/4 LB.",BOX,96,20.24,1943.04,1,3,Posted
6675,10/28/2024,Transfer,AC-RJ4,"AM GSG RJ, 1/4 LB.",BOX,96,21.745,2087.52,1,3,Posted
6675,10/28/2024,Transfer,AC-MS4,"AM GSG MS, 1/4 LB.",BOX,60,13.689,821.34,1,3,Posted
6675,10/28/2024,Transfer,AC-RS4,"AM GSG RS, 1/4 LB.",BOX,60,13.813,828.78,1,3,Posted
6675,10/28/2024,Transfer,AC-MM4,"AM GSG MM, 1/4 LB.",BOX,96,15.868,1523.33,1,3,Posted
6675,10/28/2024,Transfer,AC-ML4,"AM GSG ML, 1/4 LB.",BOX,36,18.553,667.91,1,3,Posted
6675,10/28/2024,Transfer,AC-LM4,"AM GSG LM, 1/4 LB.",BOX,36,15.954,574.36,1,3,Posted
6675,10/28/2024,Transfer,AC-LL4,"AM GSG LL, 1/4 LB.",BOX,12,18.539,222.47,1,3,Posted
6675,10/28/2024,Transfer,AC-B6SLJ,AM GSG Slices 6 oz Bag-Jumbo,BAG,120,19.255,2310.54,1,3,Posted
6676,10/29/2024,Transfer,F-11974,Ferrero Small Seasonal Boutique 152P,CASE,20,631.71,12634.2,3,1,Posted
6676,10/29/2024,Transfer,F-90001,RICHY Majestic Assorted 398g,CASE,30,37.61,1128.3,3,1,Posted
6678,10/22/2024,Transfer,F-50143N,Gavottes Rolled Wafer 500g,CASE,50,59.106,2955.3,1,3,Posted
6678,10/22/2024,Transfer,F-50144N,Gavottes Fan Wafer 1000g,CASE,50,58.872,2943.6,1,3,Posted
6678,10/22/2024,Transfer,F-76000,Royal Dansk Danish B Cookies 12 oz,CASE,27,38.88,1049.77,1,3,Posted
6678,10/22/2024,Transfer,F-76000,Royal Dansk Danish B Cookies 12 oz,CASE,13,38.868,505.28,1,3,Posted
6678,10/22/2024,Transfer,F-76006,Wonderful Danish Cookies 12oz/340g,CASE,50,31.2,1560,1,3,Posted
6681,11/04/2024,Transfer,F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),CASE,1200,6.528,7833.6,1,3,Posted
6681,11/04/2024,Transfer,F-04118,POP Ginger Chews Pineapple Coconut 4 oz (12ct/cs),CASE,480,6.804,3265.92,1,3,Posted
6681,11/04/2024,Transfer,D-04061,POP Ginger Honey Cytl Original 10ct(6x6),CASE,180,32.292,5812.56,1,3,Posted
6681,11/04/2024,Transfer,F-04073,POP Ginger Chews Mango 8 oz,CASE,336,8.232,2765.95,1,3,Posted
6681,11/04/2024,Transfer,A-61250,AM GSG RT Tea 50x1.8g,CASE,30,160.622,4818.66,1,3,Posted
6681,11/04/2024,Transfer,D-60014,POP Oolong Tea 250g,CASE,14,87.3,1222.2,1,3,Posted
6681,11/04/2024,Transfer,D-60023,POP Pearl Jasmine Tea 150g,CASE,3,134.353,403.06,1,3,Posted
6681,11/04/2024,Transfer,F-05690,Almond Roca Cashew 10 oz,CASE,3,37.53,112.59,1,3,Posted
6681,11/04/2024,Transfer,J-72401,Totole Chicken Bouillon 1 lb##25,CASE,10,80.496,804.96,1,3,Posted
6681,11/04/2024,Transfer,J-72402,Totole Chicken Bouillon 2.2 lbs,CASE,10,81.996,819.96,1,3,Posted
6681,11/04/2024,Transfer,J-72404,Totole Mushroom Bouillon 1 lb,CASE,10,83.6,836,1,3,Posted
6685,11/25/2024,Transfer,J-40135N,POP Ins Thai Tea 35gx12CT (14/cs),CASE,300,37.17,11151,2,1,Posted
6685,11/25/2024,Transfer,T-42204,Tiger Balm Arthritis Rub 4 fl oz,CASE,45,280.896,12640.32,2,1,Posted
6685,11/25/2024,Transfer,T-42204,Tiger Balm Arthritis Rub 4 fl oz,CASE,45,280.896,12640.32,2,1,Posted
6685,11/25/2024,Transfer,J-72801,Sunny Fruit Organic Dried Figs 8.8oz##25,CASE,50,46.8,2340,2,1,Posted
6685,11/25/2024,Transfer,J-72802,Sunny Fruit Organic Dried Apricots 8.8oz##25,CASE,50,49.5,2475,2,1,Posted
6685,11/25/2024,Transfer,J-72804,Sunny Fruit Organic Tart Cherries 3.5oz##25,CASE,50,49.5,2475,2,1,Posted
6685,11/25/2024,Transfer,J-72805,Sunny Fruit Organic Mulberries 5.3 oz,CASE,50,46.8,2340,2,1,Posted
6685,11/25/2024,Transfer,K-80024,POP K. GSG Tea 2gx10x10 DLX,CASE,10,142.08,1420.8,2,1,Posted
6685,11/25/2024,Transfer,F-04007,POP Ginger Chews Blood Orange 1 lb Bulk,CASE,70,28.284,1979.88,2,1,Posted
6685,11/25/2024,Transfer,C-70050,Red Ginseng R/Jelly 10x10cc,CASE,35,119.46,4181.1,2,1,Posted
6687,11/11/2024,Transfer,J-63041,Argo Cornstarch 16 oz (box),CASE,252,29.28,7378.56,3,1,Posted
6687,11/11/2024,Transfer,J-31071,GN Swallow Nest Org GiftPk 6x75ml,CASE,30,161.6,4848,3,1,Posted
6687,11/11/2024,Transfer,J-31072,GN Swallow Nest SF GiftPk 6x75ml,CASE,30,161.6,4848,3,1,Posted
6687,11/11/2024,Transfer,J-31075,On Kee Abalone w/Mushroom Seafood Soup,CASE,33,78.48,2589.84,3,1,Posted
6687,11/11/2024,Transfer,J-31076,On Kee Fish Maw w/Mushroom Seafood Soup,CASE,33,78.48,2589.84,3,1,Posted
6689,11/11/2024,Transfer,F-04117,POP Ginger Chews Blood Orange 4 oz (12ct/cs),CASE,1440,6.6,9504,1,2,Posted
6689,11/11/2024,Transfer,F-04118,POP Ginger Chews Pineapple Coconut 4 oz (12ct/cs),CASE,480,6.804,3265.92,1,2,Posted
6689,11/11/2024,Transfer,M-41061,YNBY Toothpaste Mint 100g+30g Free##25,CASE,266,24.732,6578.71,1,2,Posted
6689,11/11/2024,Transfer,F-04076,POP Ginger Chews Assorted 8 oz,CASE,1280,9.664,12369.92,1,2,Posted
6689,11/11/2024,Transfer,F-04074,POP Ginger Chews Lychee 8 oz,CASE,560,8.584,4807.04,1,2,Posted
6689,11/11/2024,Transfer,M-94306,Organic Lycii 6 oz Bag,CASE,50,41.952,2097.6,1,2,Posted
6689,11/11/2024,Transfer,S-06011,Bee&Flower Sandalwood Soap 2.65 oz /Reg,CASE,64,43.776,2801.66,1,2,Posted
6693,11/07/2024,Transfer,F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),CASE,1200,6.936,8323.2,1,3,Posted
6693,11/07/2024,Transfer,T-44030,Tiger Balm Muscle Gel Active 2 oz##FY25,CASE,10,132.06,1320.6,1,3,Posted
6693,11/07/2024,Transfer,D-04061,POP Ginger Honey Cytl Original 10ct(6x6),CASE,144,32.292,4650.04,1,3,Posted
6693,11/07/2024,Transfer,M-94306,Organic Lycii 6 oz Bag,CASE,30,41.952,1258.56,1,3,Posted
6693,11/07/2024,Transfer,S-06021,Bee&Flower Jasmine Soap 2.65 oz /Reg,CASE,12,44.64,535.68,1,3,Posted
6693,11/07/2024,Transfer,S-06031,Bee&Flower Rose Soaps 2.65 oz /Reg,CASE,72,43.776,3151.87,1,3,Posted
6693,11/07/2024,Transfer,S-06032,Bee&Flower Rose Soaps 4.4 oz /Large,CASE,6,69.12,414.72,1,3,Posted
6693,11/07/2024,Transfer,D-17106,POP Pu-Erh Tea 1.8gx100 (6ct/cs),CASE,408,8.928,3642.62,1,3,Posted
6693,11/07/2024,Transfer,C-70430,Ultra Gingko Plus 30x10cc,CASE,45,89.664,4034.88,1,3,Posted
6693,11/07/2024,Transfer,C-70530,Ultra Joint Health Extract 30x10,CASE,10,115.872,1158.72,1,3,Posted
6696,11/11/2024,Transfer,A-6101B,Wild AM GSG Instant Tea 3g Bulk,CASE,101,232.032,23435.23,1,2,Posted
6696,11/11/2024,Transfer,P-AIT80B,WAMG Instant Tea Paper Box 80',EACH,2700,1.046,2824.2,1,2,Posted
6696,11/11/2024,Transfer,P-AIT10BN,WAMG Instant Tea Inner Box 10' N,EACH,20400,0,0,1,2,Posted
6698,11/11/2024,Transfer,AC-B6SLJ,AM GSG Slices 6 oz Bag-Jumbo,CASE,20,231.051,4621.02,1,2,Posted
6699,11/20/2024,Transfer,S-06011,Bee&Flower Sandalwood Soap 2.65 oz /Reg,CASE,128,45.305,5799.09,1,2,Posted
6699,11/20/2024,Transfer,F-04074,POP Ginger Chews Lychee 8 oz,CASE,336,8.584,2884.22,1,2,Posted
6699,11/20/2024,Transfer,D-02007,"Dieter's Drink, 18 Tea Bags",CASE,60,58.752,3525.12,1,2,Posted
6699,11/20/2024,Transfer,F-11079,POP Honey Loquat Candy MonkFruit 76g,CASE,200,115.776,23155.2,1,2,Posted
6699,11/20/2024,Transfer,F-11079B,POP Honey Loquat Candy MonkFrui In Bulk,BAG,36,5.147,185.3,1,2,Posted
6699,11/20/2024,Transfer,F-85101,Jayoo 1mm P Crackers(Assorted) 840g GiftBox,CASE,72,42.544,3063.17,1,2,Posted
6699,11/20/2024,Transfer,J-56206,Sunity Dessert Drink5x150gMangoPomelo,CASE,77,14.844,1142.98,1,2,Posted
6699,11/20/2024,Transfer,A-61030,POP Wild AM GSG I*Tea 3gx30,CASE,100,52.356,5235.6,1,2,Posted
6699,11/20/2024,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,60,148.656,8919.36,1,2,Posted
6699,11/20/2024,Transfer,M-94306,Organic Lycii 6 oz Bag,CASE,30,41.952,1258.56,1,2,Posted
6700,11/12/2024,Transfer,AC-BK01,AM GSG Root Mixed In Bulk,LB,4907,19.191,94171.05,1,3,Posted
6700,11/12/2024,Transfer,P-OA50,Silica Gel Desiccant 3g,EACH,10000,0.052,520,1,3,Posted
6700,11/12/2024,Transfer,AC-B6SLJ,AM GSG Slices 6 oz Bag-Jumbo,CASE,20,231.051,4621.02,1,3,Posted
6704,11/26/2024,Transfer,C-70050,Red Ginseng R/Jelly 10x10cc,CASE,35,119.46,4181.1,2,3,Posted
6704,11/26/2024,Transfer,J-72801,Sunny Fruit Organic Dried Figs 8.8oz##25,CASE,50,46.8,2340,2,3,Posted
6704,11/26/2024,Transfer,J-72802,Sunny Fruit Organic Dried Apricots 8.8oz##25,CASE,50,49.5,2475,2,3,Posted
6704,11/26/2024,Transfer,J-72804,Sunny Fruit Organic Tart Cherries 3.5oz##25,CASE,50,49.5,2475,2,3,Posted
6704,11/26/2024,Transfer,J-72805,Sunny Fruit Organic Mulberries 5.3 oz,CASE,50,46.8,2340,2,3,Posted
6705,11/20/2024,Transfer,A-61122,AM GSG Powder 1.5 oz,BOX,350,6.045,2115.75,1,2,Posted
6708,11/18/2024,Transfer,F-11079,POP Honey Loquat Candy MonkFruit 76g,CASE,100,115.776,11577.6,1,3,Posted
6708,11/18/2024,Transfer,F-11079B,POP Honey Loquat Candy MonkFrui In Bulk,BAG,36,5.147,185.29,1,3,Posted
6708,11/18/2024,Transfer,F-85101,Jayoo 1mm P Crackers(Assorted) 840g GiftBox,CASE,120,42.544,5105.28,1,3,Posted
6708,11/18/2024,Transfer,J-56206,Sunity Dessert Drink5x150gMangoPomelo,CASE,77,14.844,1142.99,1,3,Posted
6708,11/18/2024,Transfer,F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),CASE,1200,6.6,7920,1,3,Posted
6708,11/18/2024,Transfer,F-04001,POP Ginger Chews Original 1 lb Bulk,CASE,360,20.088,7231.68,1,3,Posted
6708,11/18/2024,Transfer,C-70123,Red Panax GSG Extm 30x10cc,CASE,135,95.544,12898.44,1,3,Posted
6708,11/18/2024,Transfer,C-70123,Red Panax GSG Extm 30x10cc,CASE,45,97.392,4382.64,1,3,Posted
6708,11/18/2024,Transfer,C-70330,Ginkgo & Red GSG Ext 30x10cc,CASE,20,98.928,1978.56,1,3,Posted
6708,11/18/2024,Transfer,C-70530,Ultra Joint Health Extract 30x10,CASE,12,115.872,1390.46,1,3,Posted
6708,11/18/2024,Transfer,A-61030,POP Wild AM GSG I*Tea 3gx30,CASE,100,52.356,5235.6,1,3,Posted
6710,11/26/2024,Transfer,M-94306,Organic Lycii 6 oz Bag,CASE,20,41.952,839.04,1,2,Posted
6710,11/26/2024,Transfer,A-62030,POP AM GSG I*Tea 3gx30,CASE,50,52.752,2637.6,1,2,Posted
6710,11/26/2024,Transfer,F-11076A,POP Honey Loquat Candy 76g,CASE,150,112.32,16848,1,2,Posted
6710,11/26/2024,Transfer,F-11077,POP Honey Loquat Candy 76g (18/8),CASE,48,113.616,5453.57,1,2,Posted
6710,11/26/2024,Transfer,F-11148A,POP Honey Loquat Candy 148g,CASE,80,67.488,5399.04,1,2,Posted
6711,12/10/2024,Transfer,C-70730,Goji On The Go 30x10cc##25,CASE,20,102.024,2040.48,2,1,Posted
6711,12/10/2024,Transfer,C-70530,Ultra Joint Health Extract 30x10,CASE,22,118.296,2602.51,2,1,Posted
6711,12/10/2024,Transfer,D-19206,POP OG Black Tea 1.8gx100 (6ct/cs),CASE,272,12.39,3370.08,2,1,Posted
6711,12/10/2024,Transfer,D-18206,POP OG White Tea 1.8gx100 (6ct/cs),CASE,408,11.1,4528.8,2,1,Posted
6711,12/10/2024,Transfer,D-14206,POP OG Jasmine Tea 1.8gx100 (6ct/cs),CASE,136,10.884,1480.22,2,1,Posted
6711,12/10/2024,Transfer,S-06021,Bee&Flower Jasmine Soap 2.65 oz /Reg,CASE,30,47.088,1412.64,2,1,Posted
6711,12/10/2024,Transfer,D-13020N,POP Green Tea 1.8gx20 (New),CASE,10,13.896,138.96,2,1,Posted
6711,12/10/2024,Transfer,D-14220,POP Organic Jasmine Tea 1.8gx20,CASE,12,19.188,230.26,2,1,Posted
6711,12/10/2024,Transfer,D-02003N,Il Ju Tu Chung Tea 3g X 30 (12bx),CASE,10,28.5,285,2,1,Posted
6712,11/27/2024,Transfer,F-12324S,Ferrero Rocher 3 Pcs (12x12)#12324,CASE,8,134.556,1076.45,3,1,Posted
6712,11/27/2024,Transfer,F-12998,Ferrero Rocher 48's Flat Gift Box,DISP,5,205.2,1026,3,1,Posted
6712,11/27/2024,Transfer,D-15220N,POP Organic Oolong Tea 1.8gx20,CASE,60,16.848,1010.88,3,1,Posted
6712,11/27/2024,Transfer,J-31070,On Kee Sup Abalone w/Asst.Mushroom 780g,case,100,127.134,12713.4,3,1,Posted
6716,11/21/2024,Transfer,T-42101,Tiger Balm Neck & Shoulder Rub 50g,CASE,160,68.16,10905.6,1,3,Posted
6716,11/21/2024,Transfer,F-04076,POP Ginger Chews Assorted 8 oz,CASE,112,9.664,1082.37,1,3,Posted
6716,11/21/2024,Transfer,F-96007,WW Choco Crispy Cookies 360g,CASE,30,120.42,3612.6,1,3,Posted
6716,11/21/2024,Transfer,F-96008,WW Ovaltine Crispy Cookies 360g,CASE,30,120.42,3612.6,1,3,Posted
6716,11/21/2024,Transfer,A-61219,AM GSG RT/Honey Tea 8.5gx18x2,CASE,40,123.34,4933.6,1,3,Posted
6716,11/21/2024,Transfer,F-11077,POP Honey Loquat Candy 76g (18/8),CASE,48,113.616,5453.57,1,3,Posted
6716,11/21/2024,Transfer,J-56208,Sunity Dessert Drink5x150gBerryPudding,CASE,45,14.904,670.68,1,3,Posted
6716,11/21/2024,Transfer,D-15106,POP Oolong Tea 1.8gx100 (6ct/cs),CASE,136,7.434,1011.02,1,3,Posted
6716,11/21/2024,Transfer,D-18106,POP White Tea 1.8gx100 (6ct/cs),CASE,25,9.576,239.4,1,3,Posted
6716,11/21/2024,Transfer,D-15206,POP OG Oolong Tea 1.8gx100 (6ct/cs),CASE,544,9.054,4925.38,1,3,Posted
6717,12/09/2024,Transfer,AC-B3BK,AM GSG Root (Mixed) 3 oz Bag,BAG,3000,5.074,15222,3,2,Posted
6717,12/09/2024,Transfer,F-90002,RICHY Merry(R) Biscuits & Waffles Asstd Tin 333g,CASE,36,28.392,1022.11,3,2,Posted
6717,12/09/2024,Transfer,J-31070,On Kee Sup Abalone w/Asst.Mushroom 780g,CASE,100,127.134,12713.4,3,2,Posted
6717,12/09/2024,Transfer,F-85002,Jayoo 1mm P Crackers(BBQ) 180g,CASE,70,19.504,1365.28,3,2,Posted
6717,12/09/2024,Transfer,F-85004,Jayoo 1mm P Crackers(WasabiSeaweed) 180g,CASE,70,18.448,1291.36,3,2,Posted
6717,12/09/2024,Transfer,F-04115,POP Ginger Chews Lychee 4 oz (12ct/cs),CASE,1920,6.6,12672,3,2,Posted
6718,12/05/2024,Transfer,F-96005,WW Original Crispy Cookies 400g,CASE,60,109.116,6546.96,1,2,Posted
6718,12/05/2024,Transfer,F-96007,WW Choco Crispy Cookies 360g,CASE,30,116.964,3508.92,1,2,Posted
6718,12/05/2024,Transfer,F-96008,WW Ovaltine Crispy Cookies 360g,CASE,60,116.964,7017.84,1,2,Posted
6718,12/05/2024,Transfer,F-96101,WW Black Sesame Dessert 260g,CASE,30,35.232,1056.96,1,2,Posted
6718,12/05/2024,Transfer,F-96102,WW Red Bean w/Tangerine Peel Dessert 260g,CASE,30,35.232,1056.96,1,2,Posted
6718,12/05/2024,Transfer,F-96103,WW Almond Dessert 260g,CASE,30,29.352,880.56,1,2,Posted
6718,12/05/2024,Transfer,A-61219,AM GSG RT/Honey Tea 8.5gx18x2,CASE,50,123.152,6157.6,1,2,Posted
6718,12/05/2024,Transfer,D-03062,POP HT PMS 1.8gx18,CASE,132,24.912,3288.38,1,2,Posted
6718,12/05/2024,Transfer,D-60012,POP Pi Lo Chun Green Tea 300g,CASE,30,109.092,3272.76,1,2,Posted
6718,12/05/2024,Transfer,D-60013,POP Jasmine Green Tea 180g,CASE,20,152.4,3048,1,2,Posted
6718,12/05/2024,Transfer,D-60015,POP Ti Kuan Yin Tea 250g,CASE,22,105.204,2314.49,1,2,Posted
6719,11/20/2024,Transfer,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,BAG,2500,24.51,61274.58,3,2,Posted
6719,11/20/2024,Transfer,AC-B3BK,AM GSG Root (Mixed) 3 oz Bag,BAG,2200,5.301,11661.52,3,2,Posted
6724,11/29/2024,Transfer,C-70730,Goji On The Go 30x10cc##25,CASE,20,102.024,2040.48,2,3,Posted
6724,11/29/2024,Transfer,C-70021,Panax GSG Extm 30x10cc (Pine),CASE,84,95.568,8027.71,2,3,Posted
6724,11/29/2024,Transfer,C-70530,Ultra Joint Health Extract 30x10,CASE,45,118.296,5323.32,2,3,Posted
6724,11/29/2024,Transfer,C-70430,Ultra Gingko Plus 30x10cc,CASE,45,96.024,4321.08,2,3,Posted
6724,11/29/2024,Transfer,C-70330,Ginkgo & Red GSG Ext 30x10cc,CASE,90,100.488,9043.92,2,3,Posted
6724,11/29/2024,Transfer,C-70214,Beijing R/J W/B Pollen 30x10cc,CASE,35,103.512,3622.92,2,3,Posted
6724,11/29/2024,Transfer,C-70052,Red Ginseng R/Jelly 30x10cc,CASE,35,130.32,4561.2,2,3,Posted
6724,11/29/2024,Transfer,D-19206,POP OG Black Tea 1.8gx100 (6ct/cs),CASE,272,12.39,3370.08,2,3,Posted
6725,11/22/2024,Transfer,AC-B3SL5,AM GSG Slices (L) 3 oz GBox,BOX,180,12.769,2298.48,1,3,Posted
6725,11/22/2024,Transfer,AC-B6SL,AM GSG Slices 6 oz Bag,BAG,120,15.166,1819.89,1,3,Posted
6725,11/22/2024,Transfer,AC-LM4,"AM GSG LM, 1/4 LB.",BOX,24,16.012,384.29,1,3,Posted
6725,11/22/2024,Transfer,AC-R5B,AM GSG R-5 In Bulk,LB,320,34.095,10910.3,1,3,Posted
6725,11/22/2024,Transfer,P-OA50,Silica Gel Desiccant 3g,EACH,5000,0.052,260,1,3,Posted
6726,11/29/2024,Transfer,A-61150,AM GSG Candy 6 oz Bag,CASE,600,37.74,22644,1,3,Posted
6726,11/29/2024,Transfer,J-40132,POP Ins 3 in 1 Tea Latte 17gx22CT,CASE,50,61.86,3093,1,3,Posted
6726,11/29/2024,Transfer,A-61250,AM GSG RT Tea 50x1.8g,CASE,10,163.922,1639.22,1,3,Posted
6726,11/29/2024,Transfer,D-03071,POP Blood Sugar Tea 1.8gx18(4x3),CASE,50,24.144,1207.19,1,3,Posted
6726,11/29/2024,Transfer,F-00378,Loacker GP Dark Hazelnut 3.53oz(#10338),CASE,50,25.608,1280.4,1,3,Posted
6726,11/29/2024,Transfer,F-00375,Loacker GP Bisc Cappuc Choc 3.53oz(#10398),CASE,50,25.608,1280.4,1,3,Posted
6726,11/29/2024,Transfer,D-13106,POP Green Tea 1.8gx100 (6ct/cs),CASE,136,7.824,1064.06,1,3,Posted
6726,11/29/2024,Transfer,C-70123,Red Panax GSG Extm 30x10cc,CASE,45,97.392,4382.64,1,3,Posted
6726,11/29/2024,Transfer,C-70430,Ultra Gingko Plus 30x10cc,CASE,45,89.664,4034.88,1,3,Posted
6728,01/02/2025,Transfer,J-31075,On Kee Abalone w/Mushroom Seafood Soup,CASE,20,75.996,1519.92,3,2,Posted
6728,01/02/2025,Transfer,J-31076,On Kee Fish Maw w/Mushroom Seafood Soup,CASE,20,75.996,1519.92,3,2,Posted
6728,01/02/2025,Transfer,J-31047,On Kee Gift Set Abalone w/Fish Maw,CASE,50,116.96,5848,3,2,Posted
6728,01/02/2025,Transfer,J-56206,Sunity Dessert Drink5x150gMangoPomelo,CASE,126,14.46,1821.96,3,2,Posted
6728,01/02/2025,Transfer,T-32206,Tiger Balm Patch Warm (MM),CASE,64,72,4608,3,2,Posted
6728,01/02/2025,Transfer,J-31035,On Kee Fortune Tray(FatTiuCoongx4),CASE,30,176.176,5285.28,3,2,Posted
6728,01/02/2025,Transfer,P-OKBL,On Kee Gift Bag (L),EACH,400,0.01,4,3,2,Posted
6729,12/26/2024,Transfer,D-02003N,Il Ju Tu Chung Tea 3g X 30 (12bx),CASE,5,28.5,142.5,2,3,Posted
6729,12/26/2024,Transfer,D-18106,POP White Tea 1.8gx100 (6ct/cs),CASE,68,10.14,689.52,2,3,Posted
6729,12/26/2024,Transfer,D-13306,POP Green Tea 1.8gx100 JapaneseS (6ct/cs),CASE,68,9.882,671.97,2,3,Posted
6729,12/26/2024,Transfer,D-13020N,POP Green Tea 1.8gx20 (New),CASE,5,13.896,69.48,2,3,Posted
